denoiser,problem,algorithm,schedule,rho,step,red_input_sigma,lambda,mean_final_psnr,mean_gap_psnr,fail_rate,n
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.4,0.5,0.0,0.15,22.556142071723023,13.180729061890883,0.0,40
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,0.8,0.5,0.0,0.15,21.575450988492275,12.200037978660138,0.0,40
wavelet,inpaint,pnp_hqs,linear25p0_to_10p0,1.6,0.5,0.0,0.15,21.291214029738676,11.915801019906537,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.02,24.580313738561024,15.204900728728887,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.05,23.90713315927735,14.531720149445212,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.1,22.90759145897048,13.532178449138343,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.2,21.850449997893673,12.475036988061536,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,1.0,15.0,0.5,21.19751094550938,11.82209793567724,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.02,24.280904030570017,14.905491020737879,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.05,23.098919591242026,13.723506581409888,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.1,21.998515411155466,12.623102401323328,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.2,21.434722175746135,12.059309165913996,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,2.0,15.0,0.5,20.44709381645621,11.07168080662407,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.02,23.71269360737849,14.337280597546357,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.05,22.2835590330522,12.90814602322006,0.0,40
wavelet,inpaint,red_gd,fixed10p0,0.8,4.0,15.0,0.1,21.577166022938833,12.201753013106693,0.0,40
