dataset,eval_mask,input_pose,input_rotate_expand,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_ssim,mean_degraded_ssim,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,mean_gap_ssim,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,0,20,24.882409047233214,22.62081142304096,0.7753259989013128,0.6479331527685062,0.003595716326195344,0.005952214598154647,0.0,2.2615976241922535,0.12739284613280671,10,24.442145780143292,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed3p0,0.8,0.5,0.0,0.15,vanilla,0,20,24.537314024063523,22.62081142304096,0.7612183190627626,0.6479331527685062,0.0038784994968455245,0.005952214598154647,0.0,1.9165026010225634,0.11328516629425653,10,24.1133626056045,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed5p0,0.4,0.5,0.0,0.15,vanilla,0,20,24.512253605686247,22.62081142304096,0.7624716008304282,0.6479331527685062,0.003886779821373521,0.005952214598154647,0.0,1.8914421826452865,0.11453844806192207,10,24.104100606218527,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed5p0,0.8,0.5,0.0,0.15,vanilla,0,20,24.341783387737387,22.62081142304096,0.7429523121878554,0.6479331527685062,0.004033196986927062,0.005952214598154647,0.0,1.7209719646964263,0.09501915941934927,10,23.943505659303437,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed7p5,0.4,0.5,0.0,0.15,vanilla,0,20,24.24456877171736,22.62081142304096,0.7390603366216684,0.6479331527685062,0.004086517260795306,0.005952214598154647,0.0,1.6237573486764028,0.09112718385316224,10,23.886466623508767,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,fixed7p5,0.8,0.5,0.0,0.15,vanilla,0,20,23.82018001834886,22.62081142304096,0.7033998842592593,0.6479331527685062,0.004464509846377442,0.005952214598154647,0.0,1.1993685953079005,0.055466731490753096,10,23.502262148714195,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.4,0.5,0.0,0.15,vanilla,0,20,24.344961585770076,22.62081142304096,0.7546010421302477,0.6479331527685062,0.004010542480185049,0.005952214598154647,0.0,1.7241501627291158,0.10666788936174157,10,23.967968791961756,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.8,0.5,0.0,0.15,vanilla,0,20,23.98495580033278,22.62081142304096,0.7260347853851432,0.6479331527685062,0.004308392790171087,0.005952214598154647,0.0,1.3641443772918218,0.07810163261663701,10,23.656847095459362,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.4,0.5,0.0,0.15,vanilla,0,20,23.34326669245845,22.62081142304096,0.7027982188056298,0.6479331527685062,0.004942363502658252,0.005952214598154647,0.19999999999999996,0.7224552694174904,0.05486506603712358,10,23.060653161186707,22.253214193448564
val_images_circle,circle,upright,False,blur,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.8,0.5,0.0,0.15,vanilla,0,20,22.509038119842693,22.62081142304096,0.6469698699346041,0.6479331527685062,0.006104614611685421,0.005952214598154647,0.6,-0.11177330319826488,-0.000963282833901985,10,22.14341748148493,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed3p25,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,26.425026567701526,22.62081142304096,0.8221726576793749,0.6479331527685062,0.0026033749797545456,0.005952214598154647,0.0,3.804215144660565,0.17423950491086881,10,25.844632733393198,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed3p25,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,26.455664857784047,22.62081142304096,0.8230655920857439,0.6479331527685062,0.002586559121547311,0.005952214598154647,0.0,3.834853434743087,0.17513243931723782,10,25.872775903775302,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed3p25,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,26.443450912178747,22.62081142304096,0.8222052097627083,0.6479331527685062,0.002590200456921922,0.005952214598154647,0.0,3.8226394891377895,0.17427205699420217,10,25.866666243487643,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed4p1,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,26.33901929764152,22.62081142304096,0.818907472695075,0.6479331527685062,0.002639611246135134,0.005952214598154647,0.0,3.718207874600563,0.17097431992656878,10,25.784600299825826,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed4p1,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,26.442730319206778,22.62081142304096,0.8227676398392301,0.6479331527685062,0.0025926871592830032,0.005952214598154647,0.0,3.8219188961658177,0.1748344870707239,10,25.86249883228218,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed4p1,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,26.44373956907672,22.62081142304096,0.8225087008372274,0.6479331527685062,0.002590516612949814,0.005952214598154647,0.0,3.8229281460357583,0.17457554806872125,10,25.866136182429873,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,26.134970208258643,22.62081142304096,0.8130848171790783,0.6479331527685062,0.0027339092968232093,0.005952214598154647,0.0,3.5141587852176848,0.16515166441057214,10,25.632158981597904,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed5p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,26.388932556725887,22.62081142304096,0.8211951100695989,0.6479331527685062,0.0026140913684850444,0.005952214598154647,0.0,3.76812113368493,0.1732619573010928,10,25.82679236902606,22.253214193448564
val_images_circle,circle,upright,False,blur,red_gd,wavelet,15.0,fixed5p0,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,26.43685843176935,22.62081142304096,0.8223939548642016,0.6479331527685062,0.002593708665530217,0.005952214598154647,0.0,3.816047008728391,0.17446080209569548,10,25.860788069945034,22.253214193448564
val_images_circle,circle,upright,False,inpaint,pnp_hqs,wavelet,15.0,fixed10p0,0.4,0.5,0.0,0.15,vanilla,0,20,11.688705706936917,9.526506866491307,0.25639693528002616,0.12980753490185987,0.08718794414446886,0.12716230569675463,0.0,2.16219884044561,0.12658940037816627,10,10.59543562699347,8.956416060930684
val_images_circle,circle,upright,False,inpaint,pnp_hqs,wavelet,15.0,fixed10p0,0.8,0.5,0.0,0.15,vanilla,0,20,11.702841579198497,9.526506866491307,0.25613011177808837,0.12980753490185987,0.08702937919685738,0.12716230569675463,0.0,2.176334712707191,0.12632257687622847,10,10.603341144018465,8.956416060930684
val_images_circle,circle,upright,False,inpaint,pnp_hqs,wavelet,15.0,fixed15p0,0.4,0.5,0.0,0.15,vanilla,0,20,16.35147603944005,9.526506866491307,0.45192405218918436,0.12980753490185987,0.048131333110488464,0.12716230569675463,0.0,6.824969172948743,0.3221165172873245,10,13.175721093488004,8.956416060930684
val_images_circle,circle,upright,False,inpaint,pnp_hqs,wavelet,15.0,fixed15p0,0.8,0.5,0.0,0.15,vanilla,0,20,16.509740440872307,9.526506866491307,0.4406237444679325,0.12980753490185987,0.04749923477433163,0.12716230569675463,0.0,6.983233574381001,0.31081620956607264,10,13.233133869217053,8.956416060930684
val_images_circle,circle,upright,False,inpaint,pnp_hqs,wavelet,15.0,fixed3p0,0.4,0.5,0.0,0.15,vanilla,0,20,9.693635157416551,9.526506866491307,0.13839676196831113,0.12980753490185987,0.12328465043959073,0.12716230569675463,0.0,0.1671282909252449,0.008589227066451256,10,9.090909918905437,8.956416060930684
