dataset,input_pose,problem,algorithm,denoiser,train_sigma,schedule,rho,step,red_input_sigma,lambda,mode,base_group_size,num_iter,mean_final_psnr,mean_degraded_psnr,mean_final_ssim,mean_degraded_ssim,mean_final_se,mean_degraded_se,fail_rate,mean_gap_psnr,mean_gap_ssim,n,final_psnr_from_mean_se,degraded_psnr_from_mean_se
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear10p0_to_2p0,0.8,0.5,0.0,0.15,vanilla,0,20,12.269441904396018,9.684471187083723,0.28548762202602684,0.11963152922753628,0.08992851816826332,0.1300656649077238,0.0,2.5849707173122947,0.16585609279849053,10,10.461025627818978,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.4,0.5,0.0,0.15,vanilla,0,20,18.40978261790476,9.684471187083723,0.537844257260827,0.11963152922753628,0.05186625401323155,0.1300656649077238,0.0,8.725311430821039,0.4182127280332907,10,12.851151173453507,8.858373345616485
val_images,rot45_padded,inpaint,pnp_hqs,wavelet,15.0,linear15p0_to_3p0,0.8,0.5,0.0,0.15,vanilla,0,20,18.1157084222202,9.684471187083723,0.5061680259417919,0.11963152922753628,0.051119744705393946,0.1300656649077238,0.0,8.431237235136479,0.3865364967142556,10,12.914113237329802,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,9.721555915958303,9.684471187083723,0.12152656754856747,0.11963152922753628,0.12926676453380087,0.1300656649077238,0.0,0.03708472887458125,0.0018950383210311935,10,8.885131211749625,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,9.703352706224392,9.684471187083723,0.12059448843207436,0.11963152922753628,0.12965799340067458,0.1300656649077238,0.0,0.01888151914066949,0.0009629592045380921,10,8.872007038634386,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed3p25,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,9.693998803166767,9.684471187083723,0.12011709987761969,0.11963152922753628,0.12985971751809894,0.1300656649077238,0.0,0.009527616083043533,0.0004855706500834056,10,8.865255461765255,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,9.744097340657195,9.684471187083723,0.1226921115943452,0.11963152922753628,0.12878712152192925,0.1300656649077238,0.0,0.059626153573471806,0.003060582366808922,10,8.901275634637816,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,9.714801449709814,9.684471187083723,0.12118247224679726,0.11963152922753628,0.12941292562333992,0.1300656649077238,0.0,0.030330262626091196,0.0015509430192609795,10,8.88022344636825,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed4p1,0.8,3.9603960396039612,1.4142135623730951,0.005,vanilla,0,20,9.699769478833286,9.684471187083723,0.12041251351345879,0.11963152922753628,0.1297358121968329,0.1300656649077238,0.0,0.015298291749562942,0.0007809842859225174,10,8.869401249749338,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.8461538461538467,1.4142135623730951,0.02,vanilla,0,20,9.774389750681333,9.684471187083723,0.12427723841334785,0.11963152922753628,0.12814970666431152,0.1300656649077238,0.0,0.08991856359761093,0.004645709185811573,10,8.92282383582091,8.858373345616485
val_images,rot45_padded,inpaint,red_gd,wavelet,15.0,fixed5p0,0.8,3.921568627450981,1.4142135623730951,0.01,vanilla,0,20,9.73014712285841,9.684471187083723,0.12197579926794506,0.11963152922753628,0.1290869618277687,0.1300656649077238,0.0,0.04567593577468765,0.0023442700404087864,10,8.891176205701761,8.858373345616485
